MONOMER-15468				
MONOMER-16433	G-12702	A7YN26		ChlE
PHOSPHO-CPXA	EG10163		CpxA-<i>N</i>-phospho-L-histidine	CpxA-P<sup>his248</sup>, CpxA phosphorylated
MONOMER-13940	G-10642	Q9ZQV9	nicotianamine synthase	nicotianamine synthase 1
3-OXOACYL-ACP-SYNTHII-CPLX			&beta;-ketoacyl-[acyl carrier protein] synthase II	KASII
ADENODEAMIN-MONOMER	EG10030	P22333	adenosine deaminase	Add
CPLX-847			malate dehydrogenase (NADP -linked)	
MONOMER-19053	G-43795	A0A097ZPE8		AndI
CPLX-2223			&omega;-hydroxyacid dehydrogenase	&omega;-hydroxy fatty acid dehydrogenase
MONOMER-16952	G-14772	Q9ZGH3	dTDP-glucose 4,6-dehydratase monomer	
CPLX-8900			HdrCBA	
ENSG00000172292-MONOMER	HS16068	Q6ZMG9	ceramide synthase 6	LAG1 longevity assurance homolog 6
CPLX-9314			L-serine kinase (ATP)	
MONOMER-4922			hydrazine/hydroxylamine oxidoreductase subunit	
CPLX-5601				betaine homocysteine methyltransferase
MONOMER-19440	G-44148	Q9XBU4	zwittermicin A polyketide synthase module 4	ZmaF
CPLX-7145				L-lysine-&alpha;-ketoglutarate aminotransferase, L-lysine transaminase, L-lysine 6-transaminase
MONOMER-10641	G-8241		UDPG:glucosyltransferase	
CPLX0-7747			lipid hydroperoxide peroxidase	
G1G01-2699-MONOMER	G1G01-2699	Q88JX8	4-oxalmesaconate hydratase monomer	GllB, GalB
CPLX66-299			gamma enolase	
MONOMER-7862	G-5922	P0A2X0		
CPLX-7572				
MONOMER-14419	G-11005	A8R7G4	hydroxyhopane synthase	
CPLX-8002			&beta;-ureidopropionase	
MONOMER-11845	G-9205	Q9AJL9	2-oxoglutarate ferredoxin oxidoreductase &beta; subunit	KorB
PAPSSULFOTRANS-CPLX				
MONOMER-17407				
CPLX-8447			1,8-cineole 2-<i>endo</i>-monooxygenase system	
MONOMER-14983	G-11430	Q9M617		
CPLX-21		P09191	cytochrome b <SUB>559</SUB>  b complex	cytochrome b <SUB>559</SUB>  &beta; complex, PSII reaction center subunit VI
AT4G25100-MONOMER	AT4G25100		superoxide dismutase (Fe)	
CPLX-8879			StxB pentamer	
MONOMER-19856	G-44564	Q8KQF0	soluble butane monooxygenase hydroxylase component &alpha; subunit	BmoX
CPLX-5402			plastidic pyruvate kinase	plastidic pyruvate kinase, PK<sub>p</sub>
MONOMER-17834	G-15489		pheophorbide demethoxycarbonylase	
CPLX-9301			4-hydroxy-2-ketopimelate aldolase dimer	
G7005-MONOMER	G7005	P76270	free methionine-(<i>R</i>)-sulfoxide reductase	MsrC, YebR, fRMsr
CPLX-7121			myrosinase	
BSU08650-MONOMER	BSU08650	P71079	enoyl-acyl carrier protein reductase III	YgaA, YfhR, FabL, enoyl-[acyl-carrier-protein] reductase (NADH) monomer
CPLX0-7704			ATP-dependent Lipid A-core flippase	
MONOMER2OL-32	G2OL-31	Q1XBU5	(<i>R</i>)-linalool synthase	
CPLX-7554				
MONOMER-20252	G-55138	A0A0N9HP11	4,4'-dithiodibutanoate disulfide reductase	Nox<sub>MI2</sub>, 4,4'-disulfanediyldibutanoate disulfide reductase
CPLX66-25			&beta;-hexosaminidase A	
MONOMER-12431	G-14763	P02904	methylmalonyl-CoA carboxyltransferase 1.3S biotinyl subunit	
CPLX-7982			dissimilatory nitrite reductase (NO-forming)	
HMDMAUTO-MONOMER	G-355	O27211	Hmd	Hmd
NQOR-CPLX				
PSBX-MONOMER	G-418	P72575	Photosystem II reaction center X protein	PsbX
CPLX-8425			glycogen phosphorylase <i>b</i>	
MONOMER-15525	G-11898	Q9CDJ2	peptidoglycan asparagine synthase	AsnH
CPLX-1985				fructan exohydrolase
MONOMER-12995				
CPLX-8863			dihydromethanopterin reductase (acceptor)	
MONOMER-18256	G-17761		dihydroflavonol-4-reductase	
CPLX-5263			NADH-ubiquinone oxidoreductase	NADH dehydrogenase complex, complex I
MONOMER-15965	G-12274	A5A8G0		
CPLX-9285			1,3-keto-enol tautomerase	
EG10085-MONOMER	EG10085	P24240	6-phospho-&beta;-glucosidase AscB	Sac, AscB
CPLX-7101			methylamine--corrinoid protein Co-methyltransferase	
MONOMER-20664	G-58810	C3VA26	isoeugenol monooxygenase	Iem
CPLX0-7659			fused diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase	
MONOMER-18650			flavonoid 8-<i>O</i>-hydroxylase	
CPLX-7537			carbapenem synthase	
HS04546-MONOMER	HS04546	Q01968	inositol polyphosphate 5-phosphatase OCRL1	Lowe oculocerebrorenal syndrome protein, oculocerebrorenal syndrome of Lowe
CPLX66-20			beta enolase	
EG11547-MONOMER	EG11547	P30014	RNase T	Rnt
CPLX-7958			spore photoproduct lyase	
TRYPSYN-BPROTEIN	EG11025	P0A879	tryptophan synthase subunit &beta;	TrpB, &beta; subunit
MONOMER-20990			lanatoside 15&prime;-<i>O</i>-acetylesterase	
MONOMER-243	G-255	P19573	nitrous oxide reductase subunit	NosZ
CPLX-8405			<i>N</i>-methyl-L-glutamate synthase	
MONOMER-13422				
CPLX-1924				
HS09924-MONOMER	HS09924	Q96G03	phosphoglucomutase-2	glucose phosphomutase 2, PGM 2, phosphodeoxyribomutase, phosphopentomutase
CPLX-8846			gentisate 1,2-dioxygenase I	
YMR202W-MONOMER	YMR202W	P32352		
CPLX-5162				
MONOMER-16412	G-12683	Q06851	CipA scaffoldin	CipA, cellulose-integrating protein A, cellulosomal-scaffolding protein A, cellulosomal glycoprotein S1/SL
CPLX-9269			fatty acid oxidation complex, &beta; component	
MONOMER-13911	G-10614	P45743	<i>apo</i> DhbB monomer	DhbB
CPLX-7082			cyanuric acid amidohydrolase	
ACKCLTH-MONOMER			acetate kinase	
CPLX0-7630			multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1	TAP complex
MONOMER-19039	G-43781	A0PJ29	acyl-lipid 4-desaturase	
CPLX-7520				
MONOMER-16934	G-14753	P80702	3&alpha;-hydroxysteroid dehydrogenase/carbonyl reductase monomer	HsdA, HSD28, hydroxyprostaglandin dehydrogenase
CPLX5F9-326			ethylbenzene dioxygenase	
ENSG00000167363-MONOMER	HS09549	Q9H479	fructosamine-3-kinase	
CPLX-7941			protein disulfide isomerase	PDI, protein disulfide-isomerase, prolyl 4-hydroxylase subunit beta, cellular thyroid hormone-binding protein
MONOMER-4882	G-3764			Gad
MONOMER-15939			D 3-hydroxyaspartate aldolase	
MONOMER-19424	G-44131	K4JFB7	glycine amidinotransferase	GdnJ
CPLX-8390				
MONOMER-20069	G-44760	P19811	equine arteritis virus replicase polyprotein 1a	Rep
MONOMER-1054	G-634	Q06700	GcdA	GcdA, glutaconyl-CoA decarboxylase subunit A, glutaconyl-CoA decarboxylase &alpha; subunit, carboxytransferase subunit of glutaconyl-CoA decarboxylase
CPLX-1867				
G18NG-12677-MONOMER	G18NG-12677	Q8NL92	hydroxyquinol 1,2-dioxygenase II	
CPLX-8830			meromycolic acid 3-oxoacyl-[acyl-carrier-protein] reductase	
MONOMER-7722	G-6081	Q8GAV9	cyclopentanol dehydrogenase	CpnA
CPLX-5003			norcoclaurine 6-<i>O</i>-methyltransferase	
MONOMER-14403	G-10989	P05404	chloromuconate cycloisomerase subunit	
CPLX-9254				
MONOMER-11824	G-9187		pyruvate ferredoxin oxidoreductase &alpha; subunit	PorA
CPLX-7067			phenylalanine 4-monooxygenase	
AT2G13810-MONOMER	AT2G13810	Q9ZQI7	lysine aminotransferase	
CPLX0-7536			FKBP-type peptidyl-prolyl <i>cis-trans</I> isomerase SlyD	
MONOMER-17388	G-15167	Q194Q1	mithramycin dehydrogenase	MtmW
CPLX-7493			GTP cyclohydrolase I	
MONOMER-14963	G-11411	Q6LZM9	<i>O</i>-phosphoseryl-tRNA:selenocysteinyl-tRNA synthase subunit	SpcS
CPLX4LZ-147			PS II core monomer (complete)	
AT4G20960-MONOMER	AT4G20960	Q8GWP5	diaminohydroxyphosphoribosylaminopyrimidine deaminase	
CPLX-7921			catabolic pimeloyl-CoA synthetase	
MONOMER-19838			2-methyl-propane-1,2-diol dehydrogenase	
MALTACETYLTRAN-CPLX			maltose <i>O</i>-acetyltransferase	
MONOMER-17812			flavonol 7-<i>O</i>-methyltransferase	
CPLX-8373			3&beta;-hydroxysteroid dehydrogenase	
G6906-MONOMER	G6906	P77444	L-cysteine desulfurase	CsdB, YnhB, SufS
CPLX-1721			NarGH catalytic dimer of nitrate reductase	
MONOMER18C3-46	G18C3-43	K4HRU2	sucrose acetyltransferase	
CPLX-8813			GTP cyclohydrolase I	
MONOMER-20234	YOL052C	P21182	S-adenosylmethionine decarboxylase proenzyme	
CPLX-4741				
MONOMER-12414				
CPLX-924			benzoate-CoA ligase (anaerobic)	E1 benzoate-CoA ligase
HCAA2-MONOMER	M015	Q47140	putative 3-phenylpropionate/cinnamate dioxygenase subunit &beta;	HcaA, YfhV, HcaB, DigB, HcaF, HcaA2, 3-phenylpropionate dioxygenase, small subunit, 3-phenylpropionate dioxygenase, &beta; subunit
CPLX-705			H<sub>2</sub>:CoB--CoM heterodisulfide oxidoreductase complex	
PSBCCOTE-MONOMER	G-271	Q7M1C7	4-sulfobenzoate 3,4-dioxygenase reductase component	PsbC
CPLX0-7423			23S rRNA m<sup>3</sup>&Psi;1915 methyltransferase	
MONOMER-15498			cinnamate:CoA ligase	<i>trans</i>-cinnamate:CoA ligase, cinnamate:coenzyme A ligase
CPLX-7477				
MONOMER-12942				
CPLX490-3565			pyruvate dehydrogenase complex E1 component	
BSU00880-MONOMER	BSU00880	P37573	diadenylate cyclase	YacK, DisA
CPLX-7903			aromatic L-amino acid decarboxylase	DOPA decarboxylase, DDC
MONOMER-18237	G-17747	Q9M422	sucrose transporter	
KDO-8PSYNTH-CPLX			3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate synthase	
MONOMER-15949	G-12260	Q845J4	ring 1,2-phenylacetyl-CoA epoxidase PaaC subunit	PaaC
CPLX-8350			dolichol phosphate mannose synthase	
E2O-MONOMER	EG10980	P0AFG6	dihydrolipoyltranssuccinylase	E2(o) subunit, SucB
CPLX-1662				
MONOMER-20646	G-58794	A0A2P1GIW4	Redox 1	
CPLX-8798			macrocin <i>O</i>-methyltransferase	
MONOMER-18634	G-27103	Q9C446		PaxG
CPLX-462			methionine &gamma;-lyase	
HS04154-MONOMER	HS04154	P28845	Corticosteroid 11-beta-dehydrogenase isozyme 1	11-beta-HSD1, 11-beta-hydroxysteroid dehydrogenase 1, 11-DH
CPLX-9224			octaheme dissimilatory sulfite reductase	
EG11481-MONOMER	EG11481	P27859	3' &rarr; 5' ssDNA/RNA  exonuclease TatD	YigX, YigW, MttC, TatD, ExoXI, exonuclease XI
CPLX-7033			ketol-acid reductoisomerase	
TRANS-DELTA3-CIS-DELTA5-DODECENOYL-ACP	EG50003		<i>trans</i>-&Delta;<sup>3</sup>-cis-&Delta;<sup>5</sup>-dodecenoyl-ACP	AcpP, <i>trans</i>-&Delta;3-<i>cis</i>-&Delta;5-dodecenoyl-ACP
CPLX0-3955			50S ribosomal subunit protein L7/L12 dimer	
MONOMER-2363	G-1683	Q94JQ6	cellulose synthase	cellulose synthase (UDP-forming), &beta;-1,4-glucan synthase
CPLX-7462			trimethylamine dehydrogenase	
MONOMER-13401	G-10196	Q9AXM6		taxane 10beta-hydroxylase, taxane 10beta-monooxygenase, 5-alpha-taxadienol-10-beta-hydroxylase
CPLX490-3521			proton-translocating NADH-quinone oxidoreductase membrane subcomplex	
HS09659-MONOMER	HS09659	P22680	cytochrome P450 7A1	CYPVII
CPLX-7884			aromatic L-amino acid decarboxylase	AADC, DDC
YML106W-MONOMER	YML106W	P13298	orotate phosphoribosyltransferase	
H2PTEROATESYNTH-CPLX				
MONOMER-16393	G-12662		MbhH	
CPLX-8329				
MONOMER-13895	G-10602	A3QME3	wax synthase/diacylglycerol acyltransferase [multifunctional]	WS/DGAT, wax synthase
CPLX-157			glucose-specific PTS enzyme II	EII<sup>glc</sup>, enzyme II <sup>glc</sup>
AAS-MONOMER	EG11679	P31119	fused 2-acylglycerophospho-ethanolamine acyltransferase/acyl-acyl carrier protein synthetase	Aas, acyltransferase
CPLX-8781			tetramethylpyrazine oxygenase system oxygenase component	
MONOMER-19024	G-43765	F4IDU4	lysophospholipid acyltransferase 1	
CPLX-441				
MONOMER-16916	G-14735	Q26304		
CPLX-9208			acyl-CoA:acyl-CoA alkyltransferase	
ENSG00000160610-MONOMER	HS08510	P56817	&beta;-secretase 1	Asp 2, ASP2, aspartyl protease 2, &beta;-site amyloid precursor protein cleaving enzyme 1, &beta;site APP cleaving enzyme 1, memapsin-2, Membrane-associated aspartic protease 2
CPLX-7019				
MONOMER-4742				CHI-1
CPLX0-3922			primosome	
MONOMER-19408	G-44115	Q3IYV7	(E)-11-methyl-12-octadec-12-enoate hydroxylase/cyclase	
CPLX-7447				
MONOMER-1029	G-630	Q59112	GctB	GctB, glutaconate CoA-transferase subunit B
CPLX4-496			cholera toxin	
G18NG-10184-MONOMER	G18NG-10184	Q8NSP6	C50 carotenoid cyclase subunit e	
CPLX-7859			succinate dehydrogenase	
MONOMER-762			&beta; subunit	
GLYCEROL-KIN-CPLX				
MONOMER-14387			chlorobenzene <I>cis</I>-dihydrodiol dehydrogenase	
CPLX-8301			&beta;-agarase B	
MONOMER-11800	G-9164	Q6XAF4	<i>ent</i>-kaurene oxidase	PsKO1, CYP701A10
CPLX-1523			L-tryptophan <i>N</i>-monooxygenase	CYP79B2
AT1G80380-MONOMER	AT1G80380	Q944I4		glycerate kinase
CPLX-8764			fumarate reductase complex	
MONOMER-17372	G-15151	E5GAG1	&beta;-curcumene synthase	
CPLX-4223				
MONOMER-14942	G-11392	Q81RQ9		AsbA
CPLX-9185			pentachlorophenol hydroxylase	
AT4G16450-MONOMER	AT4G16450	O23489	NADH-ubiquinone oxidoreductase 20.9 kDa subunit	
CPLX-7000			acetate-CoA ligase (ADP-forming)	acetyl-CoA synthetase (ADP-forming), ADP-dependent acetyl coenzyme A synthetase
MONOMER-19822	G-44531	Q6XBI7	alkene monooxygenase coupling protein component	EtnB
CPLX0-3602			RNase T	ribonuclease T
MONOMER-17795	G-15467	Q42654	methyl-quercetin/quercetagetin 3'/5'-<i>O</i>-methyltransferase	
CPLX-7432				
G6805-MONOMER	G6805	P64461	(4<i>S</i>)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase	LsrG, YneC, phospho-AI-2 isomerase
CPLX3O-383			inositol phosphorylceramide mannosyltransferase	
MONOMER18C3-406	G18C3-385	Q5J954	sterol methyl oxidase 4	
CPLX-7838			hydroxymethylglutaryl-CoA synthase	
MONOMER-20218	G-55110	Q9HTZ1	muramoyltetrapeptide carboxypeptidase monomer	IdcA
GLUCOSAMINE-6-P-DEAMIN-CPLX				
MONOMER-12396				
CPLX-8283			FAD synthase	FAD synthase
GSK-MONOMER	EG11102	P0AEW6	inosine/guanosine kinase	Gsk
CPLX-141			butyrate-acetoacetate CoA-transferase, complex A	
PSAA-MONOMER	G-416	P29254	Photosystem I P700 chlorophyll a apoprotein A1	PsaA
CPLX-8748			thiamine diphosphate kinase	
MONOMER-15479	G-11862	Q93A46	VanE D-alanine--D-serine ligase monomer	VanE
CPLX-4081			GDP-glucose trehalose-6-phosphate synthase	guanosine diphosphate D-glucose:D-glucose-6-phosphate 1-glucosyl transferase
MONOMER-12921				
CPLX-9164			UDP-4-amino-4,6-dideoxy-N-acetyl-&beta;-L-altrosamine transaminase	
BETAAPSGIGAS-MONOMER			adenylylsulfate reductase &beta; subunit	
CPLX-6981				
MONOMER-1822	G-1243	P55228	ADP-glucose pyrophosphorylase small subunit	Adg1
CPLX0-3201			peptidoglycan DD-endopeptidase/peptidoglycan LD-endopeptidase	
MONOMER-15931	G-12247	Q1MW86	streptothricin hydrolase monomer	SttH
CPLX-7414				
DSRAGIGAS-MONOMER	G-385		sulfite reductase &alpha; subunit	DsrA
CPLX3O-10528			5-carboxymethylaminomethyluridine-[tRNA] synthase	
MONOMER-20627	G-58779	Q6RKB1	carboxylic acid reductase	Car
CPLX-7821				
MONOMER-1862	G-1282		dioxin dioxygenase &beta; subunit	DxnA2, dibenzofuran 4,4a-dioxygenase &beta; subunit
FRUCBISALD-CLASSII			fructose-bisphosphate aldolase class II	
HS04042-MONOMER	HS04042	Q13029	histone-lysine <em>N</em>-methyltransferase KMT8	GATA-3-binding protein G3B, lysine N-methyltransferase 8, MTB-ZF, MTE-binding protein, PR domain-containing protein 2, retinoblastoma protein-interacting zinc finger protein, zinc finger protein RIZ, PR domain zinc finger protein 2
CPLX-8258			purine nucleoside phosphorylase	
THIOESTERI-MONOMER	EG11542	P0ADA1	multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1	PldC, ApeA, TesA, long chain fatty acyl thioesterase I, lysophospholipase L<SUB>1</SUB>, lecithinase B, phospholipase B, thioesterase I, acyl-CoA thioesterase I
CPLX-1341				
MONOMER-2284	G-11946	P21220	nitrile hydratase &beta; subunit	NhhB
CPLX-8724				
MONOMER-13379	G-10176	O58690		MngB
CPLX-3903				I-1-Pase
HS09420-MONOMER	HS09420	O00142	thymidine kinase 2	Mt-TK, thymidine kinase 2, mitochondrial, mitochondrial thymidine kinase
CPLX-9147			teichoic acid ABC transporter	
YLR304C-MONOMER	YLR304C	P19414	aconitase	
CPLX-6962			pinosylvin synthase	
MONOMER-16377	G-12647	D4GP41	&alpha;-ketoglutarate semialdehyde dehydrogenase subunit	
EG10748-MONOMER	EG10748	P02918	peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase MrcA	PonA, MrcA, PBP1a, penicillin binding protein 1a
CPLX0-3001			peptidase D	carnosinase
MONOMER-13870			methylenetetrahydrofolate reductase (ferredoxin) &alpha; subunit	
CPLX-7398				
EG11425-MONOMER	EG11425	P27240	lipopolysaccharide core heptose (II) kinase	WaaY, RfaY, L-<i>glycero</i>-D-<I>manno</I>-heptose (II) kinase
CPLX1R65-171			B12-dependent propanediol dehydratase	cobalamine-dependent propanediol dehydratase
3-OXOACYL-ACP-REDUCT-MONOMER	EG11318	P0AEK2	3-oxoacyl-[acyl-carrier-protein] reductase FabG	FabG, 3-oxoacyl-[acyl-carrier-protein] reductase subunit
CPLX-7806			5-chloromuconolactone dehalogenase	
MONOMER-19008	G-43747		polyunsaturated fatty acid synthase E subunit	
G7322-MONOMER	G7322	P76577	peptidoglycan glycosyltransferase PbpC	YfgN, PbpC, PBP1C
FABB-CPLX			&beta;-ketoacyl-[acyl carrier protein] synthase I	KASI
MONOMER-16884				
CPLX-8238			sulfoacetaldehyde reductase (NADPH)	
ENSG00000148335-MONOMER	HS07515	Q9BV86	protein N-terminal methyltransferase	X-Pro-Lys N-terminal protein methyltransferase 1A, methyltransferase-like protein 11A
CPLX-1281			methyltetrahydrofolate:corrinoid/iron-sulfur protein methyltransferase	MeTr
MONOMER-4603	EG50003		(3<i>R</i>)-3-hydroxybutanoyl-ACP	B1094, AcpP, (3R)-3-hydroxybutanoyl-[acyl-carrier protein], (R)-3-hydroxybutanoyl-[acyl-carrier protein]
CPLX-8706			&Delta;3-&Delta;2 -enoyl-CoA isomerase	
MONOMER-19392	G-44099		dTDP-3-amino-3,6-dideoxy-&alpha;-<small>D</small>-galactopyranose transaminase monomer	
MONOMER-15456	G-11840	Q9R744	PBP2 D,D-transpeptidase	
CPLX-3821				glucose-1-dehydrogenase
MONOMER-10142	G-7822	Q84TC2	DIMBOA-glucoside dioxygenase	1-aminocyclopropane-1-carboxylate oxidase
CPLX-9128			N-terminal methionine <i>N</i><sup>&alpha;</sup>-acetyltransferase NatC	
MONOMER-7502	G-5209			
CPLX-6938			lipoamide acyltransferase component	
MONOMER-14369	G-10959	Q5P8T2	p-ethylphenol methylhydroxylase subunit 2	PchF
CPLX0-246			L-cysteine desulfurase	
MONOMER-11774			hydroxycinnamoyl-4'-hydroxyphenyllactate 3'-hydroxylase	
EG10605-MONOMER	EG10605	P02919	peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase MrcB	PonB, PbpF, PBP1B, PBP1Bs, MrcB, PBP1B&alpha;, penicillin binding protein 1B, penicillin binding protein 1B&alpha;
CPLX-7374				
AT1G78590-MONOMER	AT1G78590		NADK3 subunit	
CPLX18HP-79			C50 carotenoid cyclase	
MONOMER-17348	G-15131	A5KI48	arginine decarboxylase (biosynthetic) subunit	SpeA
CPLX-7784				
MONOMER-14926	G-11376	A5A545	1-hydroxylycopene cyclase	CruA
E1O			2-oxoglutarate decarboxylase, thiamine-requiring	
AT4G13300-MONOMER	AT4G13300	Q9T0K1	(Z)-&gamma;-bisabolene synthase	
CPLX-8218			iron-oxidizing/O<sub>2</sub>-reducing supercomplex	
MONOMER-19806	G-44510	E9RFT2	propane 2-monooxygenase coupling protein component	MimD
CPLX-1143			methionine-oxo-acid transaminase	TyrAT
MONOMER-17777	G-15451	P32964	cyanide hydratase monomer	
CPLX-8684				
G6711-MONOMER	G6711	P76079	phenylacetyl-CoA 1,2-epoxidase, structural subunit	YdbP, PaaC
CPLX-3604				
MONOMER18C3-35	G18C3-32	I6SJM2	sucrose triacyl 2-<i>O</i>-acetyltransferase	
CPLX-9108			MTBE monooxygenase	methyl <i>tert</i>-butyl ether monooxygenase
MONOMER-20195	G-55086	I1TEM1	tabersonine 3-oxygenase	
CPLX-6922				
MONOMER-12368			sulfite dehydrogenase &gamma; subunit	
CPLX0-230				
GLYS-MONOMER	EG10410	P00961	glycine&mdash;tRNA ligase subunit &beta;	Gly, GlyS, GlyS(B)
CPLX-7357				
PRDBST-MONOMER	G-320	Q9Z4Q7	26-kDa subunit	PrdB
CPLX0-8307			sensor histidine kinase DcuS	
MONOMER-15458	G-11842	Q93Q23	monofunctional peptidoglycan glycosyltransferase	Mgt
CPLX-7768			ubiquitous mitochondrial creatine kinase dimer	
MONOMER-12897			chloroplastic fructose-bisphosphate aldolase	
DGTPTRIPHYDRO-CPLX				
BAIEEUBSP-MONOMER	G-143	P19412	subunit of bile acid 7&alpha;-dehydratase	BaiE
CPLX-8203			hydroquinone dioxygenase	
MONOMER-18203	G-17713	Q9L546	aklanonic acid methyltransferase monomer	AknG
MONOMER-15471	G-11854	Q53725	PBP1 D,D-transpeptidase	PbpA, penicillin-binding protein 1
CPLX-1064			citramalyl-<i>S</i>-[acp] lyase	citramalyl-<i>S</i>-[acyl carrier protein] lyase, citramalate lyase &beta; subunit
MONOMER-15913				
CPLX-8664			galacturan 1,4-&alpha;-galacturonidase	
DIHYDROPTERIREDUCT-MONOMER	EG50005	P38489	NAD(P)H nitroreductase NfsB	Ntr, NfsB, DprA, NfnB
CPLX-3482				
MONOMER-20609	G-58762		glycine reductase system component C subunit &alpha;	GrdD
CPLX-9092			propane 2-monooxygenase catalytic component	
MONOMER-18605	G-18070	P39896	tetracenomycin B3 8-<i>O</i>-methyl transferase	TcmO
EG10341-MONOMER	EG10341	P0AD68	peptidoglycan DD-transpeptidase FtsI	Sep, PbpB, FtsI, PBP3, essential cell division protein FtsI, penicillin-binding protein 3
CPLX-6905				
HS03889-MONOMER	HS03889	Q9BY49	peroxisomal <i>trans</i>-2-enoyl-CoA reductase	2,4-dienoyl-CoA reductase-related protein, DCR-RP, HPDHase, pVI-ARL, TERP, TER
CPLX0-1923			energy transducing Ton complex	
TAUA-MONOMER	G6217	Q47537	taurine ABC transporter periplasmic binding protein	YaiR, SsiA, taurine transport system periplasmic protein, Ssi1
CPLX-7340				
MONOMER-2223	G-1583	Q92ZP7	stachydrine <i>N</i>-demethylase flavoprotein subunit	Stc3
CPLX0-8254			D-alanyl-D-alanine carboxypeptidase DacC	
MONOMER-13362	G-10164	Q83V27		NbaF
MONOMER-15472	G-11855	Q9XDB3	PBP3 D,D-transpeptidase	PbpC, PbpF, penicillin-binding protein 3, penicillin-binding protein 2b
CPLX-7751				polysialic acid capsule biosynthesis protein SiaC, polysialic acid capsule biosynthesis protein SiaC (SynC protein), SynC protein, SiaC, SynC, NeuB
HS09149-MONOMER	HS09149	P29474	NOS3 monomer	
CTPSYN-CPLX			CTP synthetase	
YLR058C-MONOMER	YLR058C	P37291	serine hydroxymethyltransferase, cytosolic	
CPLX-8183			3-deoxy-D-manno-octulosonate hydrolase	
MONOMER-16353	G-12622	Q0P8T1	<i>N,N</i>-diacetyllegionaminate synthase	LegI, legionaminic acid synthase
CITTRANS-CPLX			citrate lyase, citrate-acyl carrier protein transferase component	citrate lyase, citrate-ACP transferase component
MONOMER-13848	G-10563	P50162		DUTROPRI
EG10606-MONOMER	EG10606	P0AD65	peptidoglycan DD-transpeptidase MrdA	PbpA, MrdA, PBP2, penicillin-binding protein 2
CPLX-8638			bifunctional purine biosynthesis protein ADE16	
EG11355-MONOMER	EG11355	P0AEM6	RNA polymerase, sigma 28 (sigma F) factor	RpoF, FlaD, FliA, sigma F factor, sigma 28 factor, &sigma;<sup>28</sup>
CPLX-3402				&beta;-alanine transaminase
MONOMER-18992	G-43731	Q7NNK1		
CPLX-9074			light-independent protochlorophyllide reductase	DPOR
MONOMER-16862	G-14687	P80595		
CPLX-6889			glutamate decarboxylase 2	
ENSG00000143499-MONOMER	HS13971	Q9NRG4	histone-lysine <em>N</em>-methyltransferase KMT3C	HSKM-B, lysine N-methyltransferase 3C, SET and MYND domain-containing protein 2
MONOMER-15537	G-11910	Q93T65	PBP5 D,D-transpeptidase	
CPLX0-1241			MazF toxin of the MazF-MazE toxin-antitoxin system that exhibits ribonuclease activity	
MONOMER-4485	G-3525	P45514	glycerol dehydratase large subunit	DhaB
CPLX-7324				
MONOMER-19374	G-44085	O04986	non-symbiotic hemoglobin 1	
CPLX0-8213			periplasmic protein-L-methionine sulfoxide reducing system	quinol:protein L-methionine sulfoxide oxidoreductase
MONOMER-10023			glutathione synthetase small subunit	
CPLX-7735			(NAD(P)-dependent glycerol-1-phosphate dehydrogenase	
MONOMER-7343				
MONOMER-15469	G-11852	Q7DHH4	PBP2a D,D-transpeptidase	MecA, penicillin binding protein 2 prime, penicillin binding protein 2a, PBP2'
CPLXCQ7-1			3-deoxy-D-manno-octulosonate 8-phosphate phosphatase	
MONOMER-14351	G-10944	Q93FB8	2-aminobenzoyl-CoA monooxygenase/reductase subunit	AbmA
CPLX-8165			baicalin-&beta;-D-glucuronidase	
MONOMER-11743	G-9126		methionine adenosyltransferase	
B1-CPLX			ribonucleoside-diphosphate reductase 1, &alpha; subunit dimer	R1 protein, B1 protein
AT1G74540-MONOMER	AT1G74540	Q9CA61	cytochrome P450 98A8	CYP98A8
CPLX-862			hydrogenase complex	
MONOMER-17326	G-15111	G0Y288	squalene synthase-like 3	
CPLX-3281				NADP-dependent methylene tetrahydromethanopterin dehydrogenase
MONOMER-14903	G-11360	B1B1U4	&beta;-eudesmol synthase	
CPLX-9057			3&alpha;-hydroxysteroyl-CoA 3-dehydrogenase	
G185E-7848-MONOMER	G185E-7848	P9WJA1	3-hydroxy-9,10-seconandrost-1,3,5(10)-triene-9,17-dione 4-hydroxylase subunit	HsaA
CPLX-682			ferredoxin hydrogenase &delta; component	
AT4G03060-MONOMER	AT4G03060	Q945B5	&omega;-(methylsulfinyl)alkyl glucosinolate dioxygenase monomer	
CPLX-9456			queuosine hydrolase	
MONOMER-19785	G-44489	G2INY6	(-)-dehydrodiconiferyl acid dehydrogenase/hydroxylase	PhcD
CPLX-7306				
MONOMER-17759	G-15433	E7FL15		
CPLX0-8182			N<sup>6</sup>-L-threonylcarbamoyladenine synthase	
G6652-MONOMER	G6652	P76044	3-dehydro-D-guloside 4-epimerase	Dte, YcjR, putative ketohexose-3-epimerase YcjR, 3-ketohexose 4-epimerase
