#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_900451805.1	PRJNA224116	SAMEA3400772	UGLH00000000.1	na	573	573	Klebsiella pneumoniae	strain=NCTC5047		suppressed	Contig	Major	Full	2018/08/01	38732_F01	SC	GCA_900451805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/451/805/GCF_900451805.1_38732_F01	many frameshifted proteins	
GCF_900451875.1	PRJNA224116	SAMEA3403055	UGLL00000000.1	na	573	573	Klebsiella pneumoniae	strain=NCTC13368		suppressed	Contig	Major	Full	2018/08/01	39220_A01	SC	GCA_900451875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/451/875/GCF_900451875.1_39220_A01	unverified source organism	
GCF_900451985.1	PRJNA224116	SAMEA2709022	UGLX00000000.1	na	72407	573	Klebsiella pneumoniae subsp. pneumoniae	strain=NCTC11695		suppressed	Contig	Major	Full	2018/08/01	32473_F02	SC	GCA_900451985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/451/985/GCF_900451985.1_32473_F02	unverified source organism ; many frameshifted proteins	
GCF_900452005.1	PRJNA224116	SAMEA3340629	UGMY00000000.1	na	573	573	Klebsiella pneumoniae	strain=NCTC9176		suppressed	Contig	Major	Full	2018/08/01	37430_B01	SC	GCA_900452005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/452/005/GCF_900452005.1_37430_B01	unverified source organism ; many frameshifted proteins	
GCF_900452335.1	PRJNA224116	SAMEA3340640	UGND00000000.1	na	573	573	Klebsiella pneumoniae	strain=NCTC10262		suppressed	Contig	Major	Full	2018/08/01	37637_H02	SC	GCA_900452335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/452/335/GCF_900452335.1_37637_H02	unverified source organism	
GCF_900452495.1	PRJNA224116	SAMEA3881062	UGNR00000000.1	na	1579	1579	Lactobacillus acidophilus	strain=NCTC13721		suppressed	Contig	Major	Full	2018/08/01	44927_F01	SC	GCA_900452495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/452/495/GCF_900452495.1_44927_F01	genome length too large	
GCF_900453905.1	PRJNA224116	SAMEA104307671	UATC00000000.1	na	487	487	Neisseria meningitidis	strain=NCTC9388		suppressed	Contig	Major	Full	2018/06/28	58075_B01	SC	GCA_900453905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/453/905/GCF_900453905.1_58075_B01	unverified source organism	
GCF_900454015.1	PRJNA224116	SAMEA104307672	UATE00000000.1	na	487	487	Neisseria meningitidis	strain=NCTC9390		suppressed	Contig	Major	Full	2018/06/28	58075_C01	SC	GCA_900454015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/454/015/GCF_900454015.1_58075_C01	unverified source organism	
GCF_900456855.1	PRJNA224116	SAMEA104318218	UAUV00000000.1	na	615	615	Serratia marcescens	strain=NCTC13920		suppressed	Contig	Major	Full	2018/06/29	59318_A01	SC	GCA_900456855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/456/855/GCF_900456855.1_59318_A01	genome length too small	
GCF_900458285.1	PRJNA224116	SAMEA3597591	UHCS00000000.1	na	1280	1280	Staphylococcus aureus	strain=NCTC12973		suppressed	Contig	Major	Full	2018/08/01	42166_B01	SC	GCA_900458285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/458/285/GCF_900458285.1_42166_B01		
GCF_900458745.1	PRJNA224116	SAMEA3500276	UHDX00000000.1	na	29385	29385	Staphylococcus saprophyticus	strain=NCTC7802		suppressed	Contig	Major	Full	2018/08/01	40871_D01	SC	GCA_900458745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/458/745/GCF_900458745.1_40871_D01	unverified source organism	
GCF_900458785.1	PRJNA224116	SAMEA4007826	UHDY00000000.1	na	29385	29385	Staphylococcus saprophyticus	strain=NCTC10516		suppressed	Contig	Major	Full	2018/08/01	46837_F02	SC	GCA_900458785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/458/785/GCF_900458785.1_46837_F02	unverified source organism	
GCF_900458845.1	PRJNA224116	SAMEA101174668	UHEC00000000.1	na	29385	29385	Staphylococcus saprophyticus	strain=NCTC7623		suppressed	Contig	Major	Full	2018/08/01	53750_H01	SC	GCA_900458845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/458/845/GCF_900458845.1_53750_H01	unverified source organism	
GCF_900458865.1	PRJNA224116	SAMEA3529259	UHEJ00000000.1	na	1288	1288	Staphylococcus xylosus	strain=NCTC10517		suppressed	Contig	Major	Full	2018/08/01	41556_E01	SC	GCA_900458865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/458/865/GCF_900458865.1_41556_E01	unverified source organism	
GCF_900461265.1	PRJNA224116	SAMEA4364201	UAWK00000000.1	na	29363	29363	Clostridium paraputrificum	strain=NCTC11861		suppressed	Contig	Major	Full	2018/06/28	50256_C01	SC	GCA_900461265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/461/265/GCF_900461265.1_50256_C01	unverified source organism ; genome length too small	
GCF_900465075.1	PRJNA224116	SAMEA4693177	UBIR00000000.1	na	562	562	Escherichia coli		18464	suppressed	Contig	Major	Full	2018/06/29	eco_18464.1	AIT	GCA_900465075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/465/075/GCF_900465075.1_eco_18464.1	many frameshifted proteins	
GCF_900474135.1	PRJNA224116	SAMEA4712193	ULHC00000000.1	na	2211376	2211376	Candidatus Methylomirabilis lanthanidiphila		mela	suppressed	Contig	Major	Full	2018/08/21	Candidatus Methylomirabilis lanthanophilum	RADBOUD UNIVERSITY NIJMEGEN	GCA_900474135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/135/GCF_900474135.1_Candidatus_Methylomirabilis_lanthanophilum		
GCF_900474135.2	PRJNA224116	SAMEA4712193	ULHC00000000.2	na	2211376	2211376	Candidatus Methylomirabilis lanthanidiphila		mela	suppressed	Contig	Major	Full	2019/04/09	DAMO632	RADBOUD UNIVERSITY NIJMEGEN	GCA_900474135.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/135/GCF_900474135.2_DAMO632		
GCF_900475325.1	PRJNA224116	SAMEA3711433		na	29443	29443	Paucimonas lemoignei	strain=NCTC10937		suppressed	Complete Genome	Major	Full	2018/06/17	43222_E01	SC	GCA_900475325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/325/GCF_900475325.1_43222_E01	untrustworthy as type	
GCF_900475435.1	PRJNA224116	SAMEA3662932		na	40041	1336	Streptococcus equi subsp. zooepidemicus	strain=NCTC11824		suppressed	Complete Genome	Major	Full	2018/06/17	42912_B01	SC	GCA_900475435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/435/GCF_900475435.1_42912_B01	contaminated	
GCF_900476065.1	PRJNA224116	SAMEA4384243		na	2100	2100	Mycoplasma hyorhinis	strain=NCTC10130		suppressed	Complete Genome	Major	Full	2018/08/19	50465_F02	SC	GCA_900476065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/065/GCF_900476065.1_50465_F02	contaminated	
GCF_900476545.1	PRJNA224116	SAMEA1466063	UCON00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab58		replaced	Contig	Major	Full	2018/06/28	7468_2#58	SC	GCA_900476545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/545/GCF_900476545.1_7468_2_58		
GCF_900476555.1	PRJNA224116	SAMEA1466075	UCOR00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab57		replaced	Contig	Major	Full	2018/06/28	7468_2#57	SC	GCA_900476555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/555/GCF_900476555.1_7468_2_57		
GCF_900476565.1	PRJNA224116	SAMEA1466068	UCOQ00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab50		replaced	Scaffold	Major	Full	2018/06/28	7468_2#50	SC	GCA_900476565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/565/GCF_900476565.1_7468_2_50		
GCF_900476575.1	PRJNA224116	SAMEA1466041	UCOO00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab52		replaced	Scaffold	Major	Full	2018/06/28	7468_2#52	SC	GCA_900476575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/575/GCF_900476575.1_7468_2_52		
GCF_900476575.2	PRJNA224116	SAMEA1466041	UCOO00000000.2	na	470	470	Acinetobacter baumannii	strain=Ab52		replaced	Scaffold	Major	Full	2019/07/15	7468_2#52	SC	GCA_900476575.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/575/GCF_900476575.2_7468_2_52	derived from surveillance project	
GCF_900476585.1	PRJNA224116	SAMEA1466076	UCOS00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab51		replaced	Scaffold	Major	Full	2018/06/28	7468_2#51	SC	GCA_900476585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/585/GCF_900476585.1_7468_2_51		
GCF_900476595.1	PRJNA224116	SAMEA1466004	UCOP00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab49		replaced	Contig	Major	Full	2018/06/28	7468_2#49	SC	GCA_900476595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/595/GCF_900476595.1_7468_2_49		
GCF_900476615.1	PRJNA224116	SAMEA1465994	UCOU00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab66		replaced	Contig	Major	Full	2018/06/28	7468_2#66	SC	GCA_900476615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/615/GCF_900476615.1_7468_2_66		
GCF_900476635.1	PRJNA224116	SAMEA1466051	UCOW00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab63		replaced	Contig	Major	Full	2018/06/28	7468_2#63	SC	GCA_900476635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/635/GCF_900476635.1_7468_2_63		
GCF_900476645.1	PRJNA224116	SAMEA1466012	UCOT00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab65		replaced	Contig	Major	Full	2018/06/28	7468_2#65	SC	GCA_900476645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/645/GCF_900476645.1_7468_2_65		
GCF_900476655.1	PRJNA224116	SAMEA1466045	UCOY00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab61		replaced	Contig	Major	Full	2018/06/28	7468_2#61	SC	GCA_900476655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/655/GCF_900476655.1_7468_2_61		
GCF_900476665.1	PRJNA224116	SAMEA1466053	UCOV00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab59		replaced	Scaffold	Major	Full	2018/06/28	7468_2#59	SC	GCA_900476665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/665/GCF_900476665.1_7468_2_59		
GCF_900476675.1	PRJNA224116	SAMEA1466030	UCOX00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab82		replaced	Scaffold	Major	Full	2018/06/28	7468_2#82	SC	GCA_900476675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/675/GCF_900476675.1_7468_2_82		
GCF_900476685.1	PRJNA224116	SAMEA1466077	UCPR00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab72		replaced	Scaffold	Major	Full	2018/06/28	7468_2#72	SC	GCA_900476685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/685/GCF_900476685.1_7468_2_72		
GCF_900476695.1	PRJNA224116	SAMEA1466001	UCPM00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab76		replaced	Scaffold	Major	Full	2018/06/28	7468_2#76	SC	GCA_900476695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/695/GCF_900476695.1_7468_2_76		
GCF_900476705.1	PRJNA224116	SAMEA1317929	UCPA00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab106		replaced	Scaffold	Major	Full	2018/06/28	7521_8#34	SC	GCA_900476705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/705/GCF_900476705.1_7521_8_34		
GCF_900476715.1	PRJNA224116	SAMEA1317940	UCOZ00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab120		replaced	Scaffold	Major	Full	2018/06/28	7521_8#48	SC	GCA_900476715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/715/GCF_900476715.1_7521_8_48		
GCF_900476725.1	PRJNA224116	SAMEA1466058	UCPE00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab69		replaced	Contig	Major	Full	2018/06/28	7468_2#69	SC	GCA_900476725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/725/GCF_900476725.1_7468_2_69		
GCF_900476735.1	PRJNA224116	SAMEA1709701	UCPB00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab121		replaced	Scaffold	Major	Full	2018/06/28	9179_4#1	SC	GCA_900476735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/735/GCF_900476735.1_9179_4_1		
GCF_900476745.1	PRJNA224116	SAMEA1466027	UCPD00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab67		replaced	Contig	Major	Full	2018/06/28	7468_2#67	SC	GCA_900476745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/745/GCF_900476745.1_7468_2_67		
GCF_900476755.1	PRJNA224116	SAMEA1465995	UCPC00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab92		replaced	Scaffold	Major	Full	2018/06/28	7468_2#92	SC	GCA_900476755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/755/GCF_900476755.1_7468_2_92		
GCF_900476765.1	PRJNA224116	SAMEA1466044	UCPJ00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab62		replaced	Contig	Major	Full	2018/06/28	7468_2#62	SC	GCA_900476765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/765/GCF_900476765.1_7468_2_62		
GCF_900476775.1	PRJNA224116	SAMEA1466037	UCPG00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab71		replaced	Scaffold	Major	Full	2018/06/28	7468_2#71	SC	GCA_900476775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/775/GCF_900476775.1_7468_2_71		
GCF_900476785.1	PRJNA224116	SAMEA1317923	UCPK00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab109		replaced	Scaffold	Major	Full	2018/06/28	7521_8#37	SC	GCA_900476785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/785/GCF_900476785.1_7521_8_37		
GCF_900476795.1	PRJNA224116	SAMEA1466040	UCPF00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab88		replaced	Scaffold	Major	Full	2018/06/28	7468_2#88	SC	GCA_900476795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/795/GCF_900476795.1_7468_2_88		
GCF_900476805.1	PRJNA224116	SAMEA1466009	UCPI00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab84		replaced	Scaffold	Major	Full	2018/06/28	7468_2#84	SC	GCA_900476805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/805/GCF_900476805.1_7468_2_84		
GCF_900476815.1	PRJNA224116	SAMEA1317933	UCPL00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab103		replaced	Scaffold	Major	Full	2018/06/28	7521_8#31	SC	GCA_900476815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/815/GCF_900476815.1_7521_8_31		
GCF_900476825.1	PRJNA224116	SAMEA1709768	UCPN00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab123		replaced	Scaffold	Major	Full	2018/06/28	9179_4#3	SC	GCA_900476825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/825/GCF_900476825.1_9179_4_3		
GCF_900476835.1	PRJNA224116	SAMEA1709785	UCPO00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab124		replaced	Scaffold	Major	Full	2018/06/28	9179_4#4	SC	GCA_900476835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/835/GCF_900476835.1_9179_4_4		
GCF_900476845.1	PRJNA224116	SAMEA1709764	UCQC00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab122		suppressed	Scaffold	Major	Full	2018/06/28	9179_4#2	SC	GCA_900476845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/845/GCF_900476845.1_9179_4_2		
GCF_900476845.2	PRJNA224116	SAMEA1709764	UCQC00000000.2	na	470	470	Acinetobacter baumannii	strain=Ab122		suppressed	Scaffold	Major	Full	2019/07/15	9179_4#2	SC	GCA_900476845.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/845/GCF_900476845.2_9179_4_2	unverified source organism ; derived from surveillance project	
GCF_900476855.1	PRJNA224116	SAMEA1709745	UCPP00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab125		replaced	Scaffold	Major	Full	2018/06/28	9179_4#5	SC	GCA_900476855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/855/GCF_900476855.1_9179_4_5		
GCF_900476865.1	PRJNA224116	SAMEA1466029	UCPQ00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab81		replaced	Scaffold	Major	Full	2018/06/28	7468_2#81	SC	GCA_900476865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/865/GCF_900476865.1_7468_2_81		
GCF_900476875.1	PRJNA224116	SAMEA1317932	UCPS00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab105		replaced	Scaffold	Major	Full	2018/06/28	7521_8#33	SC	GCA_900476875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/875/GCF_900476875.1_7521_8_33		
GCF_900476885.1	PRJNA224116	SAMEA1317918	UCPZ00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab107		replaced	Scaffold	Major	Full	2018/06/28	7521_8#35	SC	GCA_900476885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/885/GCF_900476885.1_7521_8_35		
GCF_900476895.1	PRJNA224116	SAMEA1709878	UCPW00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab132		replaced	Scaffold	Major	Full	2018/06/28	9179_4#12	SC	GCA_900476895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/895/GCF_900476895.1_9179_4_12		
GCF_900476905.1	PRJNA224116	SAMEA1709894	UCPT00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab131		replaced	Scaffold	Major	Full	2018/06/28	9179_4#11	SC	GCA_900476905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/905/GCF_900476905.1_9179_4_11		
GCF_900476915.1	PRJNA224116	SAMEA1709859	UCPV00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab133		replaced	Scaffold	Major	Full	2018/06/28	9179_4#13	SC	GCA_900476915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/915/GCF_900476915.1_9179_4_13		
GCF_900476925.1	PRJNA224116	SAMEA1709847	UCPU00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab134		replaced	Scaffold	Major	Full	2018/06/28	9179_4#14	SC	GCA_900476925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/925/GCF_900476925.1_9179_4_14		
GCF_900476935.1	PRJNA224116	SAMEA1709657	UCPX00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab128		replaced	Scaffold	Major	Full	2018/06/28	9179_4#8	SC	GCA_900476935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/935/GCF_900476935.1_9179_4_8		
GCF_900476945.1	PRJNA224116	SAMEA1317917	UCPY00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab115		replaced	Scaffold	Major	Full	2018/06/28	7521_8#43	SC	GCA_900476945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/945/GCF_900476945.1_7521_8_43		
GCF_900476955.1	PRJNA224116	SAMEA1709651	UCQA00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab129		replaced	Scaffold	Major	Full	2018/06/28	9179_4#9	SC	GCA_900476955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/955/GCF_900476955.1_9179_4_9		
GCF_900476965.1	PRJNA224116	SAMEA1709647	UCQD00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab127		replaced	Scaffold	Major	Full	2018/06/28	9179_4#7	SC	GCA_900476965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/965/GCF_900476965.1_9179_4_7		
GCF_900476975.1	PRJNA224116	SAMEA1709695	UCQE00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab135		replaced	Scaffold	Major	Full	2018/06/28	9179_4#15	SC	GCA_900476975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/975/GCF_900476975.1_9179_4_15		
GCF_900476985.1	PRJNA224116	SAMEA1709985	UCQM00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab141		replaced	Scaffold	Major	Full	2018/06/28	9179_4#21	SC	GCA_900476985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/985/GCF_900476985.1_9179_4_21		
GCF_900476995.1	PRJNA224116	SAMEA1709806	UCQB00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab142		replaced	Scaffold	Major	Full	2018/06/28	9179_4#22	SC	GCA_900476995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/995/GCF_900476995.1_9179_4_22		
GCF_900477005.1	PRJNA224116	SAMEA1709994	UCQG00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab140		replaced	Scaffold	Major	Full	2018/06/28	9179_4#20	SC	GCA_900477005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/005/GCF_900477005.1_9179_4_20		
GCF_900477015.1	PRJNA224116	SAMEA1709723	UCQF00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab138		replaced	Scaffold	Major	Full	2018/06/28	9179_4#18	SC	GCA_900477015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/015/GCF_900477015.1_9179_4_18		
GCF_900477025.1	PRJNA224116	SAMEA1709902	UCQH00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab130		replaced	Scaffold	Major	Full	2018/06/28	9179_4#10	SC	GCA_900477025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/025/GCF_900477025.1_9179_4_10		
GCF_900477035.1	PRJNA224116	SAMEA1709736	UCQI00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab139		replaced	Scaffold	Major	Full	2018/06/28	9179_4#19	SC	GCA_900477035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/035/GCF_900477035.1_9179_4_19		
GCF_900477045.1	PRJNA224116	SAMEA1709710	UCQP00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab137		replaced	Scaffold	Major	Full	2018/06/28	9179_4#17	SC	GCA_900477045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/045/GCF_900477045.1_9179_4_17		
GCF_900477055.1	PRJNA224116	SAMEA1709708	UCQJ00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab136		replaced	Scaffold	Major	Full	2018/06/28	9179_4#16	SC	GCA_900477055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/055/GCF_900477055.1_9179_4_16		
GCF_900477065.1	PRJNA224116	SAMEA1709968	UCQK00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab152		replaced	Scaffold	Major	Full	2018/06/28	9179_4#32	SC	GCA_900477065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/065/GCF_900477065.1_9179_4_32		
GCF_900477075.1	PRJNA224116	SAMEA1709980	UCQL00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab151		replaced	Scaffold	Major	Full	2018/06/28	9179_4#31	SC	GCA_900477075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/075/GCF_900477075.1_9179_4_31		
GCF_900477085.1	PRJNA224116	SAMEA1709965	UCQN00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab153		replaced	Scaffold	Major	Full	2018/06/28	9179_4#33	SC	GCA_900477085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/085/GCF_900477085.1_9179_4_33		
GCF_900477095.1	PRJNA224116	SAMEA1709991	UCRI00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab150		replaced	Scaffold	Major	Full	2018/06/28	9179_4#30	SC	GCA_900477095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/095/GCF_900477095.1_9179_4_30		
GCF_900477105.1	PRJNA224116	SAMEA1709642	UEJE00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab164		replaced	Scaffold	Major	Full	2018/06/28	9179_4#44	SC	GCA_900477105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/105/GCF_900477105.1_9179_4_44		
GCF_900477115.1	PRJNA224116	SAMEA1709682	UCQQ00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab160		replaced	Scaffold	Major	Full	2018/06/28	9179_4#40	SC	GCA_900477115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/115/GCF_900477115.1_9179_4_40		
GCF_900477125.1	PRJNA224116	SAMEA1709650	UCQU00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab165		replaced	Scaffold	Major	Full	2018/06/28	9179_4#45	SC	GCA_900477125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/125/GCF_900477125.1_9179_4_45		
GCF_900477135.1	PRJNA224116	SAMEA1709941	UEJA00000000.1	na	470	470	Acinetobacter baumannii	strain=Ab156		replaced	Scaffold	Major	Full	2018/06/28	9179_4#36	SC	GCA_900477135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/135/GCF_900477135.1_9179_4_36		
